cantidad_animales,peso_promedio_entrada,precio_compra_kg,costo_adquisicion_total,costo_combustible_viaje,costo_peajes_lavado,costo_flete_estimado,mantenimiento_camion_prorrateado,costo_fijo_diario_lote,factor_ocupacion_granja,tasa_consumo_energia_agua,costo_mano_obra_asignada,duracion_estadia_dias,costo_alimentacion_total,costo_sanitario_total,merma_peso_transporte,peso_salida_esperado,mes_adquisicion,dia_semana_llegada,es_feriado_proximo,dias_para_festividad,costo_operativo_por_cabeza,ratio_alimento_precio_compra,indicador_eficiencia_estadia,precio_venta_kg
15,85.32,23.99,30707.57,79.68,262.1,1278.65,21.13,1425.0,0.513,1.34,17.32,3,64.52,160.51,9.58,1310.85,5,5,0,999,203.03,0.0021,28.44,27.69
104,105.72,23.39,257214.87,95.53,270.42,1991.64,16.95,475.0,0.743,7.22,93.37,1,175.26,1351.34,54.2,11065.42,9,4,0,999,27.24,0.0007,105.72,27.2
22,89.35,18.13,35643.38,78.02,258.72,1107.83,17.05,475.0,0.492,1.59,20.52,1,30.05,326.72,11.95,1983.48,4,3,1,1,87.25,0.0008,89.35,22.22
80,98.32,21.19,166633.56,80.42,145.3,1770.01,21.13,475.0,0.567,7.14,92.36,1,124.75,1075.41,26.03,7940.41,5,3,1,7,30.88,0.0007,98.32,23.78
52,95.56,22.33,110942.04,74.76,189.97,1256.31,18.29,475.0,0.888,4.14,53.59,1,52.3,471.96,27.46,5005.68,10,0,0,999,38.39,0.0005,95.56,25.64
96,89.84,21.22,183030.4,101.24,242.43,1807.45,17.44,1425.0,0.801,7.63,98.74,3,398.85,1320.85,67.22,8875.25,3,0,0,999,37.25,0.0022,29.95,24.16
16,89.64,18.91,27126.5,102.44,194.08,1153.98,17.34,1425.0,0.643,1.18,15.3,3,93.36,149.4,9.53,1468.83,1,0,0,999,179.72,0.0034,29.88,23.43
109,99.71,20.78,225873.32,105.2,262.35,2483.63,21.13,950.0,0.535,9.72,125.84,2,386.92,669.23,82.88,11057.38,5,6,0,999,34.87,0.0017,49.86,23.09
87,105.46,20.88,191596.84,108.32,191.52,1975.91,17.44,475.0,0.895,6.91,89.48,1,151.45,911.87,57.27,9213.27,3,2,0,999,31.62,0.0008,105.46,23.76
59,96.46,19.31,109921.15,54.94,163.66,944.67,21.13,475.0,0.577,5.26,68.12,1,76.97,835.29,40.64,5710.44,5,2,0,999,27.77,0.0007,96.46,21.48
32,98.06,23.29,73095.85,103.65,235.56,1327.15,17.34,475.0,0.506,2.37,30.61,1,47.62,411.05,16.93,3161.38,1,1,0,999,66.92,0.0007,98.06,28.84
118,102.07,20.25,243892.46,103.14,244.23,2526.04,16.76,1425.0,0.657,9.01,116.63,3,652.96,1064.27,45.63,12375.56,8,1,1,2,36.43,0.0027,34.02,23.38
43,89.73,22.12,85356.01,53.22,244.13,1125.37,18.87,1425.0,0.548,3.54,45.75,3,242.54,582.59,32.51,3944.15,7,0,0,999,66.23,0.0028,29.91,25.0
64,103.42,21.61,143031.33,102.61,225.19,1492.15,17.05,950.0,0.833,4.61,59.69,2,218.95,617.08,40.29,6724.15,4,4,0,999,43.28,0.0015,51.71,24.13
53,104.05,24.14,133140.69,73.42,223.34,1543.62,16.76,1425.0,0.427,4.05,52.39,3,231.59,627.82,40.0,5634.29,8,1,0,999,61.61,0.0017,34.68,27.69
35,115.0,18.85,75887.77,53.89,184.39,1024.93,20.83,1425.0,0.33,3.27,42.28,3,112.68,291.6,21.31,4141.6,2,6,0,999,76.81,0.0015,38.33,21.15
56,94.49,18.8,99479.46,54.01,293.91,1030.6,17.34,1425.0,0.558,4.14,53.56,3,188.05,389.04,29.53,5401.91,1,6,0,999,50.06,0.0019,31.5,21.97
26,93.84,20.1,49043.81,78.13,176.76,1227.25,17.44,475.0,0.868,1.97,25.56,1,26.01,211.5,9.55,2466.49,6,2,0,999,75.27,0.0005,93.84,22.15
10,103.65,21.02,21786.04,55.09,162.98,823.4,20.83,1425.0,0.337,0.93,12.08,3,40.78,137.52,4.99,1065.22,2,5,0,999,246.65,0.0019,34.55,25.79
42,104.05,20.09,87796.81,104.35,222.3,1530.42,17.34,1425.0,0.784,3.32,43.0,3,128.95,625.7,25.15,4447.28,11,0,0,999,78.14,0.0015,34.68,23.26
22,93.22,23.34,47870.98,100.13,209.82,1141.01,17.05,950.0,0.3,1.59,20.52,2,63.14,168.06,16.84,2073.29,4,1,0,999,109.13,0.0013,46.61,27.59
56,94.27,19.72,104092.86,95.47,186.19,1570.64,17.44,950.0,0.634,4.25,55.04,2,178.92,372.6,40.02,5403.09,6,5,0,999,50.04,0.0017,47.14,21.71
105,101.83,18.59,198801.81,73.42,288.55,1908.32,17.05,1425.0,0.571,7.57,97.93,3,502.7,599.64,58.44,11004.02,4,5,0,999,35.19,0.0025,33.94,21.07
28,90.88,20.9,53173.93,76.46,192.04,769.66,17.44,950.0,0.395,2.13,27.52,2,87.1,351.07,14.67,2604.88,6,0,0,999,71.01,0.0016,45.44,22.96
10,94.22,23.41,22059.35,101.48,239.08,1274.67,20.83,950.0,0.747,0.93,12.08,2,24.52,102.8,3.17,967.35,2,3,0,999,256.52,0.0011,47.11,29.94
22,98.22,23.95,51758.9,97.47,168.8,880.32,17.75,1425.0,0.405,1.7,21.97,3,100.27,232.34,10.46,2217.9,12,0,0,999,116.89,0.0019,32.74,28.86
66,105.47,23.13,161028.35,50.33,202.49,1426.77,17.44,1425.0,0.562,5.25,67.88,3,392.01,359.84,52.18,7142.87,3,3,0,999,47.04,0.0024,35.16,26.85
40,92.66,21.91,81192.27,75.19,163.45,1212.07,21.13,475.0,0.634,3.57,46.18,1,57.78,232.42,26.82,3729.92,5,0,0,999,48.14,0.0007,92.66,24.35
64,82.76,23.07,122191.36,105.81,256.28,1269.35,17.34,1425.0,0.61,5.06,65.52,3,359.9,905.36,35.99,5527.42,11,4,0,999,47.76,0.0029,27.59,25.57
13,82.17,22.77,24322.03,105.69,209.6,880.84,17.44,475.0,0.319,0.99,12.78,1,17.96,139.98,9.5,1072.89,6,4,0,999,128.55,0.0007,82.17,26.85
46,87.42,19.64,78985.24,100.41,170.62,1155.97,16.95,950.0,0.567,3.19,41.3,2,149.32,330.84,14.33,4142.1,9,6,0,999,51.67,0.0019,43.71,21.69
55,86.99,21.86,104571.25,50.21,207.09,710.93,17.34,475.0,0.692,4.06,52.6,1,81.5,389.1,42.83,4809.25,1,6,0,999,26.24,0.0008,86.99,26.95
57,96.26,23.39,128364.28,73.95,262.86,1636.2,17.05,1425.0,0.616,4.11,53.16,3,288.75,422.31,37.04,5691.36,4,6,0,999,59.61,0.0022,32.09,26.47
71,87.99,20.22,126317.74,49.61,164.97,1449.12,18.29,1425.0,0.738,5.65,73.18,3,404.14,400.27,21.77,6408.27,10,0,0,999,43.5,0.0032,29.33,22.16
96,91.88,22.58,199142.72,100.52,168.8,1767.71,17.05,950.0,0.765,6.92,89.54,2,276.65,527.77,62.67,8973.49,4,1,0,999,31.11,0.0014,45.94,25.38
61,91.31,21.37,119027.5,73.27,231.88,1818.68,17.44,950.0,0.407,4.63,59.96,2,214.4,744.19,20.84,5661.81,6,0,1,3,50.39,0.0018,45.65,24.56
103,93.98,21.52,208323.75,51.34,224.92,1513.35,17.34,950.0,0.782,7.61,98.51,2,387.8,786.67,63.84,9911.98,1,4,0,999,26.6,0.0019,46.99,24.13
68,108.08,18.63,136922.94,55.73,192.07,941.15,18.87,475.0,0.836,5.59,72.35,1,121.69,601.44,30.63,7384.4,7,5,0,999,24.47,0.0009,108.08,20.87
38,102.8,22.66,88528.97,102.1,179.22,1196.78,21.13,950.0,0.802,3.39,43.87,2,77.87,394.2,15.43,3989.53,5,4,0,999,63.9,0.0009,51.4,25.55
35,97.63,24.06,82212.76,106.39,192.7,1794.51,17.34,1425.0,0.81,2.77,35.83,3,105.02,287.02,21.49,3484.15,11,2,0,999,100.53,0.0013,32.54,27.58
45,93.81,18.99,80166.95,96.96,235.28,1527.14,21.13,475.0,0.427,4.01,51.95,1,84.73,440.45,23.27,4240.59,5,1,0,999,51.88,0.0011,93.81,20.78
76,94.03,20.56,146953.56,98.85,204.84,1330.7,18.29,950.0,0.691,6.05,78.33,2,262.86,1037.41,25.25,7276.97,10,3,1,4,34.01,0.0018,47.02,22.59
36,100.12,18.34,66106.95,108.07,238.43,1806.81,17.34,475.0,0.574,2.85,36.85,1,70.49,267.88,25.6,3627.29,11,4,0,999,73.01,0.0011,100.12,21.75
111,102.17,18.21,206494.8,100.42,220.5,2415.91,17.34,475.0,0.89,8.78,113.63,1,143.47,1433.3,48.07,11401.49,11,1,0,999,28.94,0.0007,102.17,21.05
63,90.24,24.93,141714.97,104.02,149.73,1675.91,16.95,1425.0,0.798,4.37,56.56,3,337.93,481.29,38.37,5905.96,9,1,0,999,53.25,0.0024,30.08,28.28
105,97.79,21.45,220295.84,108.48,283.66,2416.36,16.76,950.0,0.396,8.02,103.78,2,378.32,721.29,63.49,10488.58,8,6,1,4,35.8,0.0017,48.9,25.24
85,81.25,20.49,141494.47,78.53,236.71,2076.32,17.44,950.0,0.865,6.46,83.55,2,315.75,486.76,27.89,7132.18,6,2,0,999,39.31,0.0022,40.62,21.53
47,99.19,19.92,92888.42,99.35,297.74,1525.08,17.34,950.0,0.718,3.47,44.95,2,159.05,556.57,37.54,4744.32,1,4,0,999,61.11,0.0017,49.6,23.18
35,103.6,24.86,90140.24,102.43,280.89,1067.96,20.83,1425.0,0.625,3.27,42.28,3,119.52,319.07,18.33,3738.42,2,3,0,999,82.18,0.0013,34.53,27.58
92,95.26,19.77,173224.5,49.38,163.75,1756.9,21.13,475.0,0.567,8.21,106.21,1,154.65,1168.79,37.05,8839.16,5,1,0,999,26.58,0.0009,95.26,21.62
46,112.03,23.08,118942.15,96.73,247.77,1085.44,16.76,950.0,0.595,3.51,45.47,2,147.61,291.03,23.85,5210.3,8,4,0,999,51.74,0.0012,56.02,25.52
37,90.45,19.99,66887.24,72.87,176.93,1158.91,17.34,475.0,0.762,2.73,35.39,1,49.35,408.24,22.26,3367.29,1,4,0,999,50.91,0.0007,90.45,23.87
113,99.24,18.49,207386.51,55.19,198.36,1842.0,17.75,1425.0,0.758,8.72,112.84,3,409.72,579.68,34.07,11653.25,12,1,0,999,31.16,0.002,33.08,21.85
63,97.21,22.78,139532.83,53.7,197.93,1130.1,17.75,1425.0,0.631,4.86,62.91,3,356.28,462.31,28.35,6250.05,12,1,1,2,44.55,0.0026,32.4,26.72
15,96.7,18.01,26124.92,51.09,299.4,824.85,17.34,1425.0,0.895,1.11,14.35,3,51.39,166.45,8.52,1481.93,1,3,0,999,173.36,0.002,32.23,23.66
64,96.59,22.73,140506.23,98.21,192.11,2126.53,20.83,475.0,0.439,5.97,77.3,1,91.02,355.86,41.42,6218.15,2,3,0,999,45.19,0.0006,96.59,27.09
61,98.36,19.75,118511.22,104.49,253.62,2058.62,17.34,475.0,0.555,4.83,62.45,1,98.99,535.11,27.86,6056.88,11,4,0,999,47.41,0.0008,98.36,22.79
105,104.28,23.22,254283.9,55.44,241.56,1945.05,17.44,950.0,0.659,8.35,107.99,2,414.08,1114.75,52.71,11110.26,3,5,0,999,30.4,0.0016,52.14,27.18
88,108.52,23.39,223356.08,75.91,196.94,1567.62,17.44,950.0,0.399,6.99,90.51,2,294.09,1080.28,36.13,9761.96,3,5,0,999,31.71,0.0013,54.26,26.83
31,97.48,23.07,69712.43,76.14,186.46,1129.88,17.44,1425.0,0.599,2.46,31.88,3,121.35,373.75,13.84,3104.47,3,1,0,999,90.89,0.0017,32.49,26.24
26,104.02,18.17,49146.07,81.68,242.52,835.4,16.95,1425.0,0.8,1.8,23.34,3,82.73,168.53,16.74,2775.66,9,6,0,999,99.41,0.0017,34.67,21.28
76,91.89,22.93,160100.82,82.09,230.81,1481.52,20.83,950.0,0.705,7.09,91.8,2,200.29,437.13,35.62,7170.71,2,2,0,999,36.11,0.0013,45.94,24.89
15,103.63,24.93,38753.14,107.63,200.93,1293.24,17.44,475.0,0.726,1.19,15.43,1,19.39,131.45,6.6,1564.2,3,0,0,999,138.45,0.0005,103.63,29.59
45,91.4,19.7,81023.03,75.85,174.33,1386.66,21.13,475.0,0.397,4.01,51.95,1,81.86,333.36,20.22,4147.85,5,1,0,999,46.93,0.001,91.4,22.32
25,106.23,19.92,52899.31,74.05,202.22,896.36,16.76,950.0,0.387,1.91,24.71,2,68.83,201.42,15.16,2713.22,8,5,0,999,84.91,0.0013,53.11,23.2
12,115.0,23.69,32698.67,77.38,185.29,941.89,17.75,475.0,0.565,0.93,11.98,1,13.18,101.1,6.96,1384.86,12,0,1,3,139.96,0.0004,115.0,29.59
111,96.52,19.12,204883.15,75.88,221.75,2338.89,17.44,475.0,0.494,8.82,114.17,1,207.57,995.87,55.88,10754.15,3,5,1,6,28.03,0.001,96.52,22.3
19,80.0,22.62,34388.61,107.22,165.04,1316.12,17.05,475.0,0.306,1.37,17.72,1,19.34,193.53,11.71,1536.23,4,5,0,999,108.6,0.0006,80.0,28.11
11,93.12,23.29,23850.31,73.18,163.8,799.71,18.87,475.0,0.631,0.9,11.7,1,11.03,56.02,6.84,1030.54,7,4,0,999,137.43,0.0005,93.12,26.82
113,107.36,18.26,221515.67,103.82,280.59,1786.66,17.44,950.0,0.752,8.58,111.07,2,333.29,901.74,34.64,12430.07,6,1,1,2,27.62,0.0015,53.68,20.05
30,101.92,21.88,66892.11,82.22,192.59,1376.06,16.76,1425.0,0.738,2.29,29.65,3,96.23,229.31,14.09,3170.26,8,5,0,999,102.53,0.0014,33.97,24.29
100,99.49,22.03,219190.7,108.48,293.31,1761.28,17.44,1425.0,0.361,7.95,102.85,3,353.13,736.22,42.21,10271.79,3,1,1,3,35.88,0.0016,33.16,26.28
13,105.57,20.12,27618.35,104.04,189.93,1333.8,16.76,1425.0,0.768,0.99,12.85,3,77.43,167.52,9.29,1407.18,8,4,0,999,234.83,0.0028,35.19,24.93
27,101.38,24.13,66059.31,108.12,277.71,1395.06,17.75,950.0,0.528,2.08,26.96,2,99.6,202.85,11.82,2786.68,12,4,0,999,101.14,0.0015,50.69,28.09
22,107.24,19.14,45155.6,73.59,182.09,1075.83,16.95,1425.0,0.393,1.53,19.75,3,116.43,143.21,10.09,2409.7,9,0,0,999,125.3,0.0026,35.75,22.81
88,104.86,20.55,189614.61,76.54,204.02,1622.06,16.95,475.0,0.583,6.11,79.01,1,147.03,1189.61,50.06,9275.55,9,5,0,999,27.02,0.0008,104.86,23.55
78,109.67,23.94,204801.54,72.89,289.73,1867.24,17.34,475.0,0.43,5.76,74.6,1,81.73,688.69,44.75,8617.06,1,0,0,999,34.68,0.0004,109.67,27.21
62,100.37,19.33,120317.87,83.0,183.18,1298.98,17.34,1425.0,0.703,4.9,63.47,3,341.48,424.1,43.74,6456.76,11,3,0,999,48.23,0.0028,33.46,22.41
36,104.74,23.75,89553.04,107.48,233.32,1118.37,16.95,1425.0,0.746,2.5,32.32,3,158.89,450.43,17.78,3911.93,9,0,0,999,80.12,0.0018,34.91,27.37
19,95.04,18.55,33504.19,95.58,272.86,722.88,16.76,1425.0,0.735,1.45,18.78,3,62.6,219.86,8.37,1881.44,8,0,0,999,132.44,0.0019,31.68,20.85
73,92.69,21.42,144964.16,95.45,161.6,1901.38,20.83,950.0,0.369,6.81,88.17,2,189.91,1055.07,44.1,6840.89,2,3,0,999,42.58,0.0013,46.34,25.67
35,111.15,18.53,72078.57,100.19,162.23,914.85,18.87,475.0,0.509,2.88,37.24,1,52.57,482.23,23.24,3907.79,7,2,0,999,47.21,0.0007,111.15,20.83
75,99.23,22.75,169275.78,98.72,268.53,1769.1,16.95,1425.0,0.598,5.2,67.34,3,228.08,895.74,59.72,7594.02,9,5,0,999,47.48,0.0013,33.08,24.74
86,103.94,23.53,210366.61,81.61,163.75,2068.63,16.76,475.0,0.89,6.57,85.0,1,107.71,568.45,52.39,8992.21,8,6,0,999,32.43,0.0005,103.94,26.7
104,98.49,23.95,245308.55,50.12,264.88,1234.31,20.83,475.0,0.627,9.71,125.62,1,138.94,1022.51,56.72,10338.29,2,6,1,0,19.46,0.0006,98.49,27.02
64,92.81,24.87,147713.52,81.02,267.59,1969.82,17.34,1425.0,0.692,4.73,61.21,3,281.05,396.02,23.46,6187.67,1,3,1,7,58.49,0.0019,30.94,28.94
10,97.59,22.7,22156.46,102.74,259.95,1456.98,17.44,475.0,0.503,0.76,9.83,1,10.02,104.94,7.93,982.01,6,2,0,999,229.47,0.0005,97.59,26.81
41,108.99,23.38,104489.01,100.33,267.88,948.69,16.95,475.0,0.477,2.84,36.81,1,64.18,580.88,26.34,4485.46,9,5,0,999,43.7,0.0006,108.99,26.19
104,101.94,21.54,228369.48,74.32,251.08,1567.72,21.13,1425.0,0.777,9.28,120.07,3,373.66,523.98,39.78,10921.23,5,4,0,999,31.91,0.0016,33.98,23.83
69,83.81,24.39,141036.82,108.77,247.13,1650.44,16.95,1425.0,0.8,4.79,61.95,3,330.63,949.45,36.56,5952.66,9,1,0,999,49.73,0.0023,27.94,27.26
78,95.78,22.51,168137.6,53.33,231.28,1247.09,17.75,1425.0,0.333,6.02,77.89,3,289.96,810.67,45.25,7703.36,12,6,1,5,37.91,0.0017,31.93,25.96
60,111.76,24.18,162171.6,77.37,235.24,1115.98,17.34,475.0,0.623,4.75,61.42,1,84.16,390.75,24.51,6741.74,11,5,0,999,31.73,0.0005,111.76,27.08
28,95.79,19.65,52698.53,100.25,199.41,1558.59,16.76,475.0,0.766,2.14,27.68,1,45.46,379.64,18.65,2701.71,8,2,0,999,83.33,0.0009,95.79,23.89
109,83.1,21.48,194529.04,82.22,207.17,1907.94,16.95,1425.0,0.394,7.56,97.86,3,541.7,1130.22,68.14,9357.24,9,2,0,999,33.23,0.0028,27.7,23.48
95,112.64,23.11,247291.56,106.37,280.62,1777.28,20.83,475.0,0.687,8.87,114.75,1,97.91,900.76,39.6,10784.19,2,0,0,999,27.78,0.0004,112.64,25.43
120,102.96,19.42,239924.27,81.24,210.34,1639.25,20.83,475.0,0.584,11.2,144.94,1,184.21,1199.66,95.39,12429.02,2,6,0,999,20.05,0.0008,102.96,22.91
104,96.94,19.48,196386.21,79.21,289.47,1339.07,16.95,950.0,0.604,7.22,93.37,2,377.86,673.27,80.53,10211.26,9,6,0,999,25.56,0.0019,48.47,21.52
42,94.53,24.85,98644.87,82.03,227.19,1024.74,18.29,950.0,0.656,3.34,43.29,2,101.34,257.35,18.18,4055.81,10,1,0,999,54.38,0.001,47.26,29.11
38,106.16,21.04,84885.26,99.27,187.39,1062.93,17.44,1425.0,0.823,3.02,39.08,3,174.65,441.39,19.79,4172.94,3,3,0,999,73.02,0.0021,35.39,24.07
37,93.16,19.27,66434.43,53.93,215.24,794.81,16.76,950.0,0.352,2.83,36.57,2,107.12,510.75,27.65,3527.87,8,2,1,1,54.43,0.0016,46.58,23.34
111,106.69,20.32,240635.45,51.83,231.6,1494.69,17.05,1425.0,0.421,8.0,103.53,3,616.03,1325.85,55.85,12090.71,4,2,0,999,28.86,0.0026,35.56,22.1
71,101.84,20.78,150260.91,79.04,239.58,1589.24,20.83,950.0,0.507,6.63,85.76,2,204.3,951.96,55.2,7356.6,2,0,1,5,40.25,0.0014,50.92,24.67
60,99.46,22.36,133441.65,55.99,287.99,1488.59,21.13,1425.0,0.78,5.35,69.27,3,349.89,806.86,24.01,6142.27,5,1,0,999,54.29,0.0026,33.15,24.04
117,98.66,24.46,282371.68,83.04,206.89,1648.55,17.44,950.0,0.655,8.89,115.0,2,386.67,622.49,77.46,11700.22,6,5,0,999,24.69,0.0014,49.33,25.79
76,96.1,24.91,181904.9,78.13,306.73,1146.47,18.29,1425.0,0.412,6.05,78.33,3,356.0,965.93,45.58,7465.61,10,6,0,999,38.9,0.002,32.03,28.84
110,105.87,22.56,262736.91,53.02,269.61,1880.9,17.34,1425.0,0.314,8.7,112.61,3,426.33,1399.3,52.04,11992.35,11,3,0,999,32.99,0.0016,35.29,24.55
119,90.58,22.9,246826.23,82.13,242.71,2141.97,17.75,1425.0,0.894,9.18,118.83,3,569.96,1011.47,78.41,11069.37,12,4,0,999,32.7,0.0023,30.19,26.33
18,84.52,20.25,30813.48,83.05,174.94,784.9,20.83,950.0,0.382,1.68,21.74,2,40.72,163.77,5.62,1561.46,2,6,1,6,110.72,0.0013,42.26,24.09
50,102.42,24.0,122899.19,105.79,217.64,1882.75,17.75,950.0,0.319,3.86,49.93,2,141.62,622.75,20.77,5199.67,12,4,0,999,63.12,0.0012,51.21,27.48
91,102.55,19.52,182204.27,49.46,213.57,1684.95,18.87,950.0,0.543,7.48,96.82,2,233.77,1352.76,39.19,9438.53,7,2,0,999,31.85,0.0013,51.27,21.76
100,101.34,18.74,189962.05,99.59,239.5,2182.09,17.44,475.0,0.631,7.95,102.85,1,167.03,1487.83,35.87,10232.03,3,2,0,999,29.96,0.0009,101.34,21.47
26,100.76,24.81,65004.74,82.12,295.35,1473.95,16.76,475.0,0.455,1.99,25.7,1,45.86,253.2,8.24,2635.3,8,1,0,999,89.48,0.0007,100.76,28.8
45,94.94,24.05,102739.74,105.65,209.62,1280.2,17.34,1425.0,0.4,3.33,43.04,3,260.36,580.3,21.44,4382.53,1,4,0,999,67.12,0.0025,31.65,28.6
70,103.8,20.13,146231.8,54.2,223.37,1390.68,17.44,475.0,0.351,5.32,68.81,1,85.55,676.24,28.64,7304.88,6,3,1,3,30.62,0.0006,103.8,23.09
98,97.14,22.73,216337.07,53.68,275.44,1376.3,18.29,950.0,0.544,7.8,101.0,2,369.41,1338.64,35.91,9687.13,10,4,1,3,27.1,0.0017,48.57,26.09
22,93.6,21.27,43798.84,77.12,239.46,1166.59,17.75,950.0,0.871,1.7,21.97,2,81.22,252.94,8.33,2101.09,12,0,1,4,110.6,0.0019,46.8,25.72
76,95.0,20.26,146298.4,76.99,253.07,1610.19,17.05,950.0,0.388,5.48,70.88,2,283.09,1091.85,54.2,7374.22,4,3,0,999,38.03,0.0019,47.5,22.61
42,113.67,20.01,95514.12,81.21,224.47,1243.7,17.44,1425.0,0.643,3.34,43.2,3,219.3,628.84,14.59,4917.49,3,3,0,999,70.82,0.0023,37.89,22.5
34,83.62,18.95,53882.72,51.06,246.44,840.83,16.76,475.0,0.416,2.6,33.61,1,43.1,282.26,22.52,2851.24,8,5,1,5,47.45,0.0008,83.62,21.24
67,101.5,21.85,148555.98,79.92,186.17,1787.81,20.83,1425.0,0.704,6.25,80.93,3,377.45,991.15,21.91,6965.12,2,4,0,999,51.92,0.0025,33.83,25.06
55,84.07,21.13,97680.92,105.08,287.79,1608.68,17.75,1425.0,0.336,4.24,54.92,3,263.93,655.88,17.62,4835.91,12,3,1,1,62.3,0.0027,28.02,24.63
80,96.63,21.59,166870.18,106.69,256.01,2148.22,17.05,1425.0,0.421,5.77,74.61,3,417.75,590.47,41.69,7923.02,4,3,1,1,49.2,0.0025,32.21,25.62
45,94.03,19.51,82543.92,51.24,267.78,1050.11,17.44,1425.0,0.304,3.58,46.28,3,162.71,226.4,22.09,4337.97,3,1,0,999,62.09,0.002,31.34,21.43
101,80.82,24.57,200562.17,80.52,227.57,2133.63,17.44,950.0,0.689,8.03,103.88,2,233.8,1195.68,57.86,8267.04,3,5,1,6,33.58,0.0012,40.41,26.98
18,100.61,22.47,40693.9,73.91,207.06,1107.23,21.13,950.0,0.731,1.61,20.78,2,45.97,130.03,11.72,1847.6,5,6,0,999,129.9,0.0011,50.31,25.02
105,94.46,24.3,240986.19,74.24,269.61,2096.47,16.95,1425.0,0.402,7.28,94.27,3,476.08,767.95,47.77,10285.33,9,0,0,999,36.81,0.002,31.49,26.89
13,80.71,18.76,19687.8,100.88,277.32,858.38,17.34,1425.0,0.572,1.03,13.31,3,55.25,136.78,5.16,1084.71,11,4,0,999,204.74,0.0028,26.9,23.88
91,104.22,22.36,212055.25,73.37,190.67,1617.25,16.95,475.0,0.475,6.31,81.7,1,171.77,483.14,64.71,9492.27,9,5,0,999,25.89,0.0008,104.22,26.04
48,108.98,23.95,125263.76,108.09,170.29,1318.57,16.76,950.0,0.327,3.67,47.44,2,97.25,439.86,18.37,5342.27,8,2,0,999,53.06,0.0008,54.49,28.29
52,109.42,20.32,115598.37,107.47,184.77,1395.03,17.05,950.0,0.322,3.75,48.5,2,112.33,675.67,36.36,5743.97,4,3,0,999,50.72,0.001,54.71,23.11
12,100.37,19.37,23325.57,49.34,232.58,638.48,17.75,475.0,0.863,0.93,11.98,1,15.9,63.27,7.12,1210.8,12,2,0,999,116.28,0.0007,100.37,23.06
87,97.87,19.86,169057.79,106.6,235.91,1784.61,17.75,475.0,0.688,6.71,86.87,1,101.59,977.83,38.69,8596.63,12,3,1,0,29.91,0.0006,97.87,24.84
28,108.13,19.91,60279.29,52.56,159.99,626.54,16.76,475.0,0.699,2.14,27.68,1,39.39,184.35,12.8,3041.9,8,2,0,999,46.93,0.0007,108.13,23.43
83,110.96,21.13,194602.52,80.1,217.03,1578.1,18.29,1425.0,0.477,6.61,85.54,3,427.68,1131.16,40.28,9434.7,10,1,0,999,39.76,0.0022,36.99,22.98
90,106.57,20.28,194525.66,82.02,267.5,1728.23,17.05,950.0,0.458,6.49,83.94,2,358.82,801.62,53.6,9764.84,4,1,0,999,33.64,0.0018,53.28,22.15
103,89.97,19.9,184396.77,78.8,268.33,1241.21,17.44,950.0,0.776,7.82,101.24,2,247.63,1351.49,81.35,9447.19,6,5,0,999,24.64,0.0013,44.98,21.62
88,99.11,22.54,196584.56,74.01,212.06,1998.62,18.29,475.0,0.563,7.01,90.7,1,111.41,1076.96,40.4,8780.25,10,2,0,999,31.36,0.0006,99.11,25.45
43,101.02,18.37,79798.98,49.02,200.99,1198.55,17.44,950.0,0.361,3.27,42.27,2,152.11,592.47,33.15,4405.46,6,3,1,0,55.78,0.0019,50.51,21.12
91,83.02,20.38,153992.15,52.48,179.14,2045.23,18.29,1425.0,0.593,7.25,93.79,3,347.27,925.34,36.63,7817.03,10,0,0,999,40.68,0.0023,27.67,22.41
101,101.25,22.83,233458.8,108.11,255.05,2523.72,17.34,1425.0,0.612,7.99,103.4,3,516.24,995.97,36.0,10536.23,11,1,0,999,42.69,0.0022,33.75,26.71
45,115.0,19.23,99520.16,102.99,223.89,1190.4,17.75,1425.0,0.641,3.47,44.93,3,213.77,241.84,25.47,5290.29,12,0,0,999,65.38,0.0021,38.33,22.78
23,102.62,19.55,46134.58,100.27,171.96,1343.08,17.05,475.0,0.622,1.66,21.45,1,42.66,237.78,18.13,2364.65,4,4,0,999,90.88,0.0009,102.62,23.69
108,109.29,19.4,229033.84,73.12,278.62,1546.08,17.44,950.0,0.814,8.2,106.16,2,223.2,1103.73,58.58,11965.03,6,1,0,999,26.37,0.001,54.64,20.64
26,98.96,18.01,46331.51,107.64,287.33,1079.09,21.13,950.0,0.446,2.32,30.02,2,102.95,287.66,18.2,2613.84,5,3,0,999,93.23,0.0022,49.48,20.55
75,96.91,21.32,154939.54,76.2,184.4,1751.26,18.87,1425.0,0.653,6.17,79.79,3,441.96,473.27,40.22,7468.54,7,4,0,999,45.82,0.0029,32.3,24.88
36,100.55,18.27,66143.67,53.93,239.88,1039.53,16.95,1425.0,0.832,2.5,32.32,3,110.42,374.39,26.1,3724.37,9,1,0,999,76.62,0.0017,33.52,20.16
23,90.97,19.91,41660.65,53.86,267.56,883.22,17.05,1425.0,0.887,1.66,21.45,3,103.47,219.43,16.25,2161.83,4,2,1,2,114.33,0.0025,30.32,24.02
96,89.79,24.96,215181.96,50.78,188.65,1540.54,17.44,475.0,0.878,7.63,98.74,1,134.54,1052.14,61.74,8701.82,3,4,1,7,23.49,0.0006,89.79,27.75
